start_date,end_date,base_window_type,window_class,taxonomy_v2,taxonomy_changed,duration_days,average_confidence,average_ml_probability,average_astro_score,average_risk_score,v2_posture,avg_forward_return,avg_win_rate,avg_volatility,average_forward_return_7d,average_forward_return_14d,average_forward_return_30d,win_rate_7d,win_rate_14d,win_rate_30d,key_driver_summary,taxonomy_reason,narrative_v2,is_next_major_bullish_opportunity_v2,is_next_major_risk_window_v2,taxonomy_v2_source,taxonomy_v3,v3_posture,taxonomy_v3_reason,narrative_v3,taxonomy_v3_priority
2026-11-02,2026-11-14,Neutral / Transition Window,Transition,Constructive / Positive Drift,True,13,0.3034111558769911,0.4818852254843524,1.4295627443121317,0.8846153846153846,Constructive Long Bias,0.0403856315060426,0.5938311437268781,0.1352654813959883,0.0185228391215042,0.0361852508212118,0.0664488045754121,0.573568281938326,0.6117021276595744,0.5962230215827338,"Mixed directional signals with astro score (1.43), momentum (1.20), and ML probability (0.48) clustering near neutral.","Historical outcomes remain positive across key horizons (7D=1.85%, 14D=3.62%, 30D=6.64%) with average win rate 59.38%.","From 2026-11-02 to 2026-11-14, the calibrated outlook is constructive rather than merely optimistic. Historical outcomes remain positive across key horizons (7D=1.85%, 14D=3.62%, 30D=6.64%) with average win rate 59.38%. The stance favors measured long exposure instead of aggressive chasing.",False,False,Constructive / Positive Drift,Constructive Drift,Constructive Long Bias,"Historical outcomes stay constructive across horizons (7D=1.81%, 14D=3.77%, 30D=8.07%) with steady follow-through rather than explosive upside.","From 2026-11-02 to 2026-11-14, the outlook is constructive drift. Historical outcomes stay constructive across horizons (7D=1.81%, 14D=3.77%, 30D=8.07%) with steady follow-through rather than explosive upside. The evidence supports measured long exposure with patience rather than chase behavior.",5
2026-11-15,2026-11-23,Bearish / Risk Window,High Risk,Neutral / Tactical,True,9,0.411967307736041,0.4085822217144362,0.3281009079738756,1.0,Tactical / Wait,0.0020179302301811,0.4848484848484848,0.126040344315198,-0.0054681125396971,-0.0055197886815872,0.0170416919118277,0.4678030303030303,0.4848484848484848,0.5018939393939394,"Negative or fragile directional balance with mean astro score (0.33), ML probability (0.41) near/below bearish territory, and volatility score (1.73).","Historical returns are positive but not sharply distinct, with average return 0.20%, win rate 48.48%, and volatility 12.60%.","From 2026-11-15 to 2026-11-23, the calibrated outlook is neutral and tactical. Historical returns are positive but not sharply distinct, with average return 0.20%, win rate 48.48%, and volatility 12.60%. Positioning should stay flexible until cleaner edge appears.",False,False,Neutral / Tactical,Tactical Neutral,Tactical / Wait,"Historical returns are mixed to mildly positive (7D=0.81%, 14D=1.12%, 30D=0.53%), so the state is best treated tactically rather than as a high-conviction trend.","From 2026-11-15 to 2026-11-23, the outlook is tactical neutral. Historical returns are mixed to mildly positive (7D=0.81%, 14D=1.12%, 30D=0.53%), so the state is best treated tactically rather than as a high-conviction trend. Flexibility and selective positioning matter more than full directional commitment.",4
2026-11-24,2027-01-16,Neutral / Transition Window,Transition,Constructive / Positive Drift,True,54,0.3400188204968716,0.5056392810814458,2.183854061616245,0.1481481481481481,Constructive Long Bias,0.0403856315060426,0.5938311437268781,0.1352654813959883,0.0185228391215042,0.0361852508212118,0.0664488045754121,0.573568281938326,0.6117021276595744,0.5962230215827338,"Mixed directional signals with astro score (2.18), momentum (1.33), and ML probability (0.51) clustering near neutral.","Historical outcomes remain positive across key horizons (7D=1.85%, 14D=3.62%, 30D=6.64%) with average win rate 59.38%.","From 2026-11-24 to 2027-01-16, the calibrated outlook is constructive rather than merely optimistic. Historical outcomes remain positive across key horizons (7D=1.85%, 14D=3.62%, 30D=6.64%) with average win rate 59.38%. The stance favors measured long exposure instead of aggressive chasing.",False,False,Constructive / Positive Drift,Constructive Drift,Constructive Long Bias,"Historical outcomes stay constructive across horizons (7D=1.81%, 14D=3.77%, 30D=8.07%) with steady follow-through rather than explosive upside.","From 2026-11-24 to 2027-01-16, the outlook is constructive drift. Historical outcomes stay constructive across horizons (7D=1.81%, 14D=3.77%, 30D=8.07%) with steady follow-through rather than explosive upside. The evidence supports measured long exposure with patience rather than chase behavior.",5
2027-01-17,2027-02-06,Bullish Window,Bull Expansion,Neutral / Tactical,True,21,0.3218116847130195,0.6077315199845557,7.112578095109954,0.5238095238095238,Tactical / Wait,0.0155041212019413,0.506501182033097,0.1416215306672701,0.0064339338597607,0.0170519939763406,0.0230264357697229,0.5053191489361702,0.5088652482269503,0.5053191489361702,"Positive astro score (7.11), supportive momentum (4.11), and mean ML probability (0.61) above the bullish threshold.","Historical returns are positive but not sharply distinct, with average return 1.55%, win rate 50.65%, and volatility 14.16%.","From 2027-01-17 to 2027-02-06, the calibrated outlook is neutral and tactical. Historical returns are positive but not sharply distinct, with average return 1.55%, win rate 50.65%, and volatility 14.16%. Positioning should stay flexible until cleaner edge appears.",False,False,Neutral / Tactical,Tactical Neutral,Tactical / Wait,"Historical returns are mixed to mildly positive (7D=0.81%, 14D=1.12%, 30D=0.53%), so the state is best treated tactically rather than as a high-conviction trend.","From 2027-01-17 to 2027-02-06, the outlook is tactical neutral. Historical returns are mixed to mildly positive (7D=0.81%, 14D=1.12%, 30D=0.53%), so the state is best treated tactically rather than as a high-conviction trend. Flexibility and selective positioning matter more than full directional commitment.",4
2027-02-07,2027-02-12,Neutral / Transition Window,Transition,Constructive / Positive Drift,True,6,0.2816809134296011,0.4591966392670385,4.782059015971544,0.5,Constructive Long Bias,0.0403856315060426,0.5938311437268781,0.1352654813959883,0.0185228391215042,0.0361852508212118,0.0664488045754121,0.573568281938326,0.6117021276595744,0.5962230215827338,"Mixed directional signals with astro score (4.78), momentum (3.11), and ML probability (0.46) clustering near neutral.","Historical outcomes remain positive across key horizons (7D=1.85%, 14D=3.62%, 30D=6.64%) with average win rate 59.38%.","From 2027-02-07 to 2027-02-12, the calibrated outlook is constructive rather than merely optimistic. Historical outcomes remain positive across key horizons (7D=1.85%, 14D=3.62%, 30D=6.64%) with average win rate 59.38%. The stance favors measured long exposure instead of aggressive chasing.",False,False,Constructive / Positive Drift,Constructive Drift,Constructive Long Bias,"Historical outcomes stay constructive across horizons (7D=1.81%, 14D=3.77%, 30D=8.07%) with steady follow-through rather than explosive upside.","From 2027-02-07 to 2027-02-12, the outlook is constructive drift. Historical outcomes stay constructive across horizons (7D=1.81%, 14D=3.77%, 30D=8.07%) with steady follow-through rather than explosive upside. The evidence supports measured long exposure with patience rather than chase behavior.",5
2027-02-13,2027-03-01,Bearish / Risk Window,High Risk,Neutral / Tactical,True,17,0.3407328378476477,0.4230007674902487,2.78930771871016,1.0,Tactical / Wait,0.0020179302301811,0.4848484848484848,0.126040344315198,-0.0054681125396971,-0.0055197886815872,0.0170416919118277,0.4678030303030303,0.4848484848484848,0.5018939393939394,"Negative or fragile directional balance with mean astro score (2.79), ML probability (0.42) near/below bearish territory, and volatility score (1.81).","Historical returns are positive but not sharply distinct, with average return 0.20%, win rate 48.48%, and volatility 12.60%.","From 2027-02-13 to 2027-03-01, the calibrated outlook is neutral and tactical. Historical returns are positive but not sharply distinct, with average return 0.20%, win rate 48.48%, and volatility 12.60%. Positioning should stay flexible until cleaner edge appears.",False,False,Neutral / Tactical,Tactical Neutral,Tactical / Wait,"Historical returns are mixed to mildly positive (7D=0.81%, 14D=1.12%, 30D=0.53%), so the state is best treated tactically rather than as a high-conviction trend.","From 2027-02-13 to 2027-03-01, the outlook is tactical neutral. Historical returns are mixed to mildly positive (7D=0.81%, 14D=1.12%, 30D=0.53%), so the state is best treated tactically rather than as a high-conviction trend. Flexibility and selective positioning matter more than full directional commitment.",4
2027-03-02,2027-03-30,Neutral / Transition Window,Transition,Constructive / Positive Drift,True,29,0.2963942284639595,0.4843468492451509,1.0812534991583205,0.7241379310344828,Constructive Long Bias,0.0403856315060426,0.5938311437268781,0.1352654813959883,0.0185228391215042,0.0361852508212118,0.0664488045754121,0.573568281938326,0.6117021276595744,0.5962230215827338,"Mixed directional signals with astro score (1.08), momentum (1.22), and ML probability (0.48) clustering near neutral.","Historical outcomes remain positive across key horizons (7D=1.85%, 14D=3.62%, 30D=6.64%) with average win rate 59.38%.","From 2027-03-02 to 2027-03-30, the calibrated outlook is constructive rather than merely optimistic. Historical outcomes remain positive across key horizons (7D=1.85%, 14D=3.62%, 30D=6.64%) with average win rate 59.38%. The stance favors measured long exposure instead of aggressive chasing.",False,False,Constructive / Positive Drift,Constructive Drift,Constructive Long Bias,"Historical outcomes stay constructive across horizons (7D=1.81%, 14D=3.77%, 30D=8.07%) with steady follow-through rather than explosive upside.","From 2027-03-02 to 2027-03-30, the outlook is constructive drift. Historical outcomes stay constructive across horizons (7D=1.81%, 14D=3.77%, 30D=8.07%) with steady follow-through rather than explosive upside. The evidence supports measured long exposure with patience rather than chase behavior.",5
2027-03-31,2027-04-02,Bullish Window,Accumulation,Neutral / Tactical,True,3,0.3486448296209971,0.578102026758529,0.0061253672298109,0.0,Tactical / Wait,0.0035542341257054,0.4285714285714286,0.1225936792969443,0.0130139995834432,0.0054542843559679,-0.0078055815622948,0.5164835164835165,0.4065934065934066,0.3626373626373626,"Positive astro score (0.01), supportive momentum (0.23), and mean ML probability (0.58) above the bullish threshold.","Historical returns are positive but not sharply distinct, with average return 0.36%, win rate 42.86%, and volatility 12.26%.","From 2027-03-31 to 2027-04-02, the calibrated outlook is neutral and tactical. Historical returns are positive but not sharply distinct, with average return 0.36%, win rate 42.86%, and volatility 12.26%. Positioning should stay flexible until cleaner edge appears.",False,False,Neutral / Tactical,Tactical Neutral,Tactical / Wait,"Historical returns are mixed to mildly positive (7D=0.81%, 14D=1.12%, 30D=0.53%), so the state is best treated tactically rather than as a high-conviction trend.","From 2027-03-31 to 2027-04-02, the outlook is tactical neutral. Historical returns are mixed to mildly positive (7D=0.81%, 14D=1.12%, 30D=0.53%), so the state is best treated tactically rather than as a high-conviction trend. Flexibility and selective positioning matter more than full directional commitment.",4
2027-04-03,2027-04-27,Neutral / Transition Window,Transition,Constructive / Positive Drift,True,25,0.3256062437899429,0.4710987424636362,2.117068311977942,0.14,Constructive Long Bias,0.0403856315060426,0.5938311437268781,0.1352654813959883,0.0185228391215042,0.0361852508212118,0.0664488045754121,0.573568281938326,0.6117021276595744,0.5962230215827338,"Mixed directional signals with astro score (2.12), momentum (1.42), and ML probability (0.47) clustering near neutral.","Historical outcomes remain positive across key horizons (7D=1.85%, 14D=3.62%, 30D=6.64%) with average win rate 59.38%.","From 2027-04-03 to 2027-04-27, the calibrated outlook is constructive rather than merely optimistic. Historical outcomes remain positive across key horizons (7D=1.85%, 14D=3.62%, 30D=6.64%) with average win rate 59.38%. The stance favors measured long exposure instead of aggressive chasing.",False,False,Constructive / Positive Drift,Constructive Drift,Constructive Long Bias,"Historical outcomes stay constructive across horizons (7D=1.81%, 14D=3.77%, 30D=8.07%) with steady follow-through rather than explosive upside.","From 2027-04-03 to 2027-04-27, the outlook is constructive drift. Historical outcomes stay constructive across horizons (7D=1.81%, 14D=3.77%, 30D=8.07%) with steady follow-through rather than explosive upside. The evidence supports measured long exposure with patience rather than chase behavior.",5
2027-04-28,2027-04-28,Bearish / Risk Window,High Risk,Neutral / Tactical,True,1,0.3707546082386614,0.4296889452812048,1.7030735539297042,1.0,Tactical / Wait,0.0020179302301811,0.4848484848484848,0.126040344315198,-0.0054681125396971,-0.0055197886815872,0.0170416919118277,0.4678030303030303,0.4848484848484848,0.5018939393939394,"Negative or fragile directional balance with mean astro score (1.70), ML probability (0.43) near/below bearish territory, and volatility score (1.52).","Historical returns are positive but not sharply distinct, with average return 0.20%, win rate 48.48%, and volatility 12.60%.","From 2027-04-28 to 2027-04-28, the calibrated outlook is neutral and tactical. Historical returns are positive but not sharply distinct, with average return 0.20%, win rate 48.48%, and volatility 12.60%. Positioning should stay flexible until cleaner edge appears.",False,False,Neutral / Tactical,Tactical Neutral,Tactical / Wait,"Historical returns are mixed to mildly positive (7D=0.81%, 14D=1.12%, 30D=0.53%), so the state is best treated tactically rather than as a high-conviction trend.","From 2027-04-28 to 2027-04-28, the outlook is tactical neutral. Historical returns are mixed to mildly positive (7D=0.81%, 14D=1.12%, 30D=0.53%), so the state is best treated tactically rather than as a high-conviction trend. Flexibility and selective positioning matter more than full directional commitment.",4
2027-04-29,2027-06-01,Neutral / Transition Window,Transition,Constructive / Positive Drift,True,34,0.334206151832105,0.5262651696669506,-0.6614915819797398,0.0,Constructive Long Bias,0.0403856315060426,0.5938311437268781,0.1352654813959883,0.0185228391215042,0.0361852508212118,0.0664488045754121,0.573568281938326,0.6117021276595744,0.5962230215827338,"Mixed directional signals with astro score (-0.66), momentum (0.27), and ML probability (0.53) clustering near neutral.","Historical outcomes remain positive across key horizons (7D=1.85%, 14D=3.62%, 30D=6.64%) with average win rate 59.38%.","From 2027-04-29 to 2027-06-01, the calibrated outlook is constructive rather than merely optimistic. Historical outcomes remain positive across key horizons (7D=1.85%, 14D=3.62%, 30D=6.64%) with average win rate 59.38%. The stance favors measured long exposure instead of aggressive chasing.",False,False,Constructive / Positive Drift,Constructive Drift,Constructive Long Bias,"Historical outcomes stay constructive across horizons (7D=1.81%, 14D=3.77%, 30D=8.07%) with steady follow-through rather than explosive upside.","From 2027-04-29 to 2027-06-01, the outlook is constructive drift. Historical outcomes stay constructive across horizons (7D=1.81%, 14D=3.77%, 30D=8.07%) with steady follow-through rather than explosive upside. The evidence supports measured long exposure with patience rather than chase behavior.",5
